0.0,0.0,1.0,
0.3863262796,0.2230455815,0.8949875274,
2.73e-17,0.4460911631,0.8949875274,
-0.3863262796,0.2230455815,0.8949875274,
-0.3863262796,-0.2230455815,0.8949875274,
-8.19e-17,-0.4460911631,0.8949875274,
0.3863262796,-0.2230455815,0.8949875274,
0.7773328101,0.07422628362,0.6246952547,
0.613804214,0.4827009692,0.6246952547,
0.2553971169,0.7379215077,0.6246952547,
-0.1840967602,0.7588571814,0.6246952547,
-0.5651412168,0.5388610618,0.6246952547,
-0.7667573301,0.1477803625,0.6246952547,
-0.7249334088,-0.2902195577,0.6246952547,
-0.4529482523,-0.6360768189,0.6246952547,
-0.03715522608,-0.7799841844,0.6246952547,
0.3904343219,-0.6762520825,0.6246952547,
0.6940637313,-0.3578147226,0.6246952547,
0.9744564107,-0.006626390232,0.2244789404,
0.8808299721,0.4168306198,0.2244789404,
0.6127443549,0.7577292134,0.2244789404,
0.2232972034,0.9485502434,0.2244789404,
-0.2103766978,0.9514992645,0.2244789404,
-0.6023829139,0.7659921869,0.2244789404,
-0.8750798062,0.4287709624,0.2244789404,
-0.9744564107,0.006626390232,0.2244789404,
-0.8808299721,-0.4168306198,0.2244789404,
-0.6127443549,-0.7577292134,0.2244789404,
-0.2232972034,-0.9485502434,0.2244789404,
0.2103766978,-0.9514992645,0.2244789404,
0.6023829139,-0.7659921869,0.2244789404,
0.8750798062,-0.4287709624,0.2244789404,
0.9514992645,0.2103766978,-0.2244789404,
0.7659921869,0.6023829139,-0.2244789404,
0.4287709624,0.8750798062,-0.2244789404,
0.006626390232,0.9744564107,-0.2244789404,
-0.4168306198,0.8808299721,-0.2244789404,
-0.7577292134,0.6127443549,-0.2244789404,
-0.9485502434,0.2232972034,-0.2244789404,
-0.9514992645,-0.2103766978,-0.2244789404,
-0.7659921869,-0.6023829139,-0.2244789404,
-0.4287709624,-0.8750798062,-0.2244789404,
-0.006626390232,-0.9744564107,-0.2244789404,
0.4168306198,-0.8808299721,-0.2244789404,
0.7577292134,-0.6127443549,-0.2244789404,
0.9485502434,-0.2232972034,-0.2244789404,
0.7307026251,0.2753715899,-0.6246952547,
0.4658290433,0.6267049874,-0.6246952547,
0.05305803167,0.7790639795,-0.6246952547,
-0.3765585301,0.6840756626,-0.6246952547,
-0.6866204192,0.3718981564,-0.6246952547,
-0.7786851767,-0.05835438683,-0.6246952547,
-0.6235228924,-0.4700798245,-0.6246952547,
-0.2703964955,-0.7325582394,-0.6246952547,
0.1685788783,-0.7624545892,-0.6246952547,
0.5540316493,-0.5502769942,-0.6246952547,
0.7635832863,-0.1633903417,-0.6246952547,
0.2828506587,0.3449533746,-0.8949875274,
-0.1573130562,0.4174325432,-0.8949875274,
-0.4401637149,0.07247916859,-0.8949875274,
-0.2828506587,-0.3449533746,-0.8949875274,
0.1573130562,-0.4174325432,-0.8949875274,
0.4401637149,-0.07247916859,-0.8949875274,
1.22e-16,0.0,-1.0,
