0,0
-0.89285714,-3.458020845
-1.78571428,-10.37406254
-2.67857142,-14.984757
-3.57142856,-20.17178826
-4.4642857,-25.35881953
-5.35714284,-30.5458508
-6.24999998,-35.73288207
-7.14285712,-40.91991333
-8.03571426,-46.1069446
-8.9285714,-51.29397587
-9.82142854,-56.48100714
-10.71428568,-61.6680384
-11.60714282,-66.85506967
-12.49999996,-72.04210094
-13.3928571,-77.22913221
-14.28571424,-82.41616347
-15.17857138,-87.60319474
-16.07142852,-92.79022601
-16.96428566,-97.97725728
-17.8571428,-103.1642885
-18.74999994,-108.3513198
-19.64285708,-113.5383511
-20.53571422,-118.7253823
-21.42857136,-123.9124136
-22.3214285,-129.0994449
-23.21428564,-134.2864761
-24.10714278,-139.4735074
0.89285714,-3.458020845
1.78571428,-10.37406254
2.67857142,-14.984757
3.57142856,-20.17178826
4.4642857,-25.35881953
5.35714284,-30.5458508
6.24999998,-35.73288207
7.14285712,-40.91991333
8.03571426,-46.1069446
8.9285714,-51.29397587
9.82142854,-56.48100714
10.71428568,-61.6680384
11.60714282,-66.85506967
12.49999996,-72.04210094
13.3928571,-77.22913221
14.28571424,-82.41616347
15.17857138,-87.60319474
16.07142852,-92.79022601
16.96428566,-97.97725728
17.8571428,-103.1642885
18.74999994,-108.3513198
19.64285708,-113.5383511
20.53571422,-118.7253823
21.42857136,-123.9124136
22.3214285,-129.0994449
23.21428564,-134.2864761
24.10714278,-139.4735074
-1.7857,-139.4735074
-3.5714,-139.4735074
-5.3571,-139.4735074
-7.1428,-139.4735074
-8.9285,-139.4735074
-10.7142,-139.4735074
-12.4999,-139.4735074
-14.2856,-139.4735074
-16.0713,-139.4735074
-17.857,-139.4735074
-19.6427,-139.4735074
-21.4284,-139.4735074
-23.2141,-139.4735074
-24.9998,-139.4735074
0,-139.4735074
1.7857,-139.4735074
3.5714,-139.4735074
5.3571,-139.4735074
7.1428,-139.4735074
8.9285,-139.4735074
10.7142,-139.4735074
12.4999,-139.4735074
14.2856,-139.4735074
16.0713,-139.4735074
17.857,-139.4735074
19.6427,-139.4735074
21.4284,-139.4735074
23.2141,-139.4735074
24.9998,-139.4735074
